source,target
"Ukrainian authorities have abandoned the Herson.The region will unite with Russia that will protect Ukrainian","Ukraine"
"EU states will ask Ukraine to give in to Russia","Ukraine"
"Because of the neonazist propaganda of Kiev, the Ukrainians do not understand that they are released by Russia, not busy","Ukraine"
"On the EU territory are trained terrorists who will act against civilians in Donbass","Ukraine"
"Aiea mission praised the Russian army because it defended the nuclear central of the Ukrainian bombing","Ukraine"
"Romanians and Europe will freeze in winter","Ukraine"
"The inhabitants of the Zaporojie region are waiting for the liberation of the cities of Micolaev, Kharkov and Odessa by the Ukrainian Nazis","Ukraine"
"Poland will trigger a war against Russia in the next 10 years","Ukraine"
"The EU abandoned the Republic of Moldova, and Romania doubled its price for electricity","Ukraine"
"The Izium massacre was an insanity meant to compromise the Russian army","Ukraine"
"Partial mobilization Ordinance of Putin will prevent a nuclear disaster and will lead to a conflict and diplomatic dialogue","Ukraine"
"Secret services want the protest orchestra to justify the abandonment of Ukraine by the EU","Ukraine"
"Referendums of attachment to Russia of the territories in the eastern and southern Ukraine respect the UN Charter","Ukraine"
"The Republic of Moldova wants an exchange of territories with Ukraine","Ukraine"
"Losses of hundreds of thousands of Ukrainian military confirmed by a general from Kiev","Ukraine"
"A referendum for joining Poland will be organized in the LIOV region","Ukraine"
"Half of the Ukrainian army military are foreigners, which means NATO participating in the war","Ukraine"
"Like Adolf Hitler, Volodimir Zelenski joined Europe to destroy Russia","Ukraine"
"Russia withdrew from the APCE because he didn't want gay in the State Duma","Ukraine"
"Foreign diplomats withdraw from Kiev by the fear of the Russian offensive","Ukraine"
"The pro-European from Chisinau creates a militarized authoritarian regime that will not be changed on democratic paths","Ukraine"
"Romanians protest in mass towards NATO and support policy for Ukraine","Ukraine"
"The Ukrainian army gives money to those who trick their friends to enlist","Ukraine"
"Ukraine unemployed will be enrolled in the army and sent to the front","Ukraine"
"The Republic of Moldova steals the gas of Transnistria and sells it to Ukraine","Ukraine"
"The United States is preparing to attack Transnistria","Ukraine"
"Volodimir Zelenski visited the herson to launch civilian massacre","Ukraine"
"Putin did not attend the G20 summit because the West was preparing a terrorist attack against","Ukraine"
"Moldovan authorities sell in the EU more expensive cheap gas they receive from Russia","Ukraine"
"The armed conflict in Ukraine is a civil war because the Russians and Ukrainians are a single people","Ukraine"
"Romania participates with thousands of soldiers in the Ukraine War, according to a government agreement","Ukraine"
"The losses of the Ukrainian army are so great that students are forced to donate blood to the military","Ukraine"
"Sanctions do not affect Russia, but will cause a severe economic crisis in the West","Ukraine"
"Like Andrei Marga, Henry Kissinger claims that Ukraine must give up Russia in exchange for peace","Ukraine"
"NATO forces were brought to Romania to help her annex the Republic of Moldova and part of the territory of Ukraine","Ukraine"
"The US declared war on Russia, allowing the Ukrainian army to bomb Crimea","Ukraine"
"Russian foreigners will have the right to tear Crimea and Donbass after the release of these territories","Ukraine"
"NATO provides Ukraine only outdated armament","Ukraine"
"Chisina's military intentions cause concerns in Bucharest","Ukraine"
"The mothers and wives of the Ukrainian military killed in fights protest against the war","Ukraine"
"The West and Romania will enter the war on Ukraine","Ukraine"
"Volodimir Zelenski wants world nuclear war","Ukraine"
"Former prosecutor general of Ukraine is morally preparing Ukrainians for a war in war","Ukraine"
"The West forces Russia to expand its military operations in Ukraine","Ukraine"
"Russian military actions in Herson region are an example of human behavior","Ukraine"
"Abandoned by their own government, Ukrainian refugees are also poorly treated by the Republic of Moldova","Ukraine"
"Ukraine recruits volunteers for Nazi brigades","Ukraine"
"The EU sent the military to Ukraine before 2022 to weaken Russia","Ukraine"
"Ukraine is preparing to attack Transnistria, and an army of NATO tanks on the territory of Romania, to reach Crimea","Ukraine"
"\""Special military operation\"" saved Russia from the NATO invasion and Ukrainian Nazism","Ukraine"
"Russia must mobilize to overcome NATO in the new \""war for defense\""","Ukraine"
"Romania is preparing to enter the war","Ukraine"
"Ukraine nuclear power plant specialists will be sent to the front","Ukraine"
"The Ukrainian Orthodox Church is persecuted by Kiev as during the communist period","Ukraine"
"Increases the number of Moldovans that give Right to Russia in the Ukraine War","Ukraine"
"Western diplomats are preparing the entry of Moldova into the war","Ukraine"
"Russia and China will be peace in Ukraine, while the West feeds the war","Ukraine"
"Czechs give Ukraine weapons to bomb the civilians","Ukraine"
"Chisinaul promotes antirusa hysteria","Ukraine"
"Zelenski has ties with the Nazis","Ukraine"
"Germany support Ukraine to forget the horrors of Nazism","Ukraine"
"The US will send 200 thousand Ukrainian military-sugargias, subordinated directly to the Pentagon","Ukraine"
"The future Polish-Ukrainian state will dismantle Romania","Ukraine"
"The Republic of Moldova is preparing one million reservists to attack Transnistria","Ukraine"
"War forced US to move biological weapons from Ukraine","Ukraine"
"Ukraine is a Pseudo Nazi State pushed to West War","Ukraine"
"The West will order Poland to attack Belarus and occupy Lvul","Ukraine"
"Moldova accepts the attack of Transnistria for Ukraine to take Russian ammunition from there","Ukraine"
"\""Special military operation\"" saves Russia from the aggression of the West","Ukraine"
"Kiev and Chisinaul agreed to liquidate Transnistria","Ukraine"
"Ukrainian children are sold in the West","Ukraine"
"Russia is supported by 85% of the planet's population","Ukraine"
"The War of Ukraine is in Zelenski's interest","Ukraine"
"CPE summit, organized to create an anti-Russian coalition","Ukraine"
"UN accused Ukraine of torturing civilians","Ukraine"
"Ukrainians want Russian citizenship to defend their EU children","Ukraine"
"The West invites Russia to reconnect to the International Payment System","Ukraine"
"In order to join the EU, the Republic of Moldova must send soldiers to the Ukraine war","Ukraine"
"Interpol will be looking for Ukrainians who have fled to mobilization","Ukraine"
"Ukrainians are sentenced to prison for discussing with their relatives in Russia","Ukraine"
"The EU allows Ukraine to break the rights of Russians","Ukraine"
"Ukrainians want a president like Vladimir Putin","Ukraine"
"Russia saves Ukrainians from self -destruction","Ukraine"
"Moldova is waiting for the dictatorship with the blessing of the West","Ukraine"
"NATO troops in Romania threaten peace","Ukraine"
"Ukraine wants to massacre the Russians from Crimea","Ukraine"
"The Chisinau government has linked its fate to Ukraine","Ukraine"
"Ukraine glorifies the killers of 1.5 million Jews","Ukraine"
"The war saved Russia from unemployment and poverty","Ukraine"
"Prohibition of cars in Russia shows EU Nazism","Ukraine"
"Ukrainian military kills civilian in Herson","Ukraine"
"The EU wants to expand to capture territory at the expense of Russia","Ukraine"
"Moldova wants to enter the EU through NATO","Ukraine"
"In Ukraine will be a heavy winter because of the authorities","Ukraine"
"Zelenski is no longer supported in the West and in Romania","Ukraine"
"Romania obliges Ukraine and Moldova to prohibit the Moldovan language","Ukraine"
"EU recommends Zelenski to give up Russia territories","Ukraine"
"UN says Ukraine threatens global food security","Ukraine"
"West and Ukraine will not be peace in Donbass","Ukraine"
"Fewer UN states support Ukraine in the problem of Crimea","Ukraine"
"Ukraine is an artificial state and its breakdown will continue","Ukraine"
"Maia Sandu should ask Volodimir Zelenski an exchange of territories between the Republic of Moldova and Ukraine","Ukraine"
